trait;type;category;;;
produces: O-carbamyl-D-serine;discreto;sem_relevancia;;;
produces: O-nitrophenyl-beta-D-galactopyranosid;discreto;sem_relevancia;;;
produces: abikoviromycin;discreto;sem_relevancia;;;
produces: aburamycin A;discreto;sem_relevancia;;;
produces: abyssomicin B;discreto;sem_relevancia;;;
produces: abyssomicin C;discreto;sem_relevancia;;;
produces: abyssomicin D;discreto;sem_relevancia;;;
produces: abyssomicin G;discreto;sem_relevancia;;;
produces: abyssomicin H;discreto;sem_relevancia;;;
produces: acetate;discreto;sem_relevancia;;;
produces: acetic acid;discreto;sem_relevancia;;;
produces: acetoin;discreto;sem_relevancia;;;
produces: acetomycin;discreto;sem_relevancia;;;
produces: acetone;discreto;sem_relevancia;;;
produces: acetylcholine;discreto;sem_relevancia;;;
produces: achromoviromycin;discreto;sem_relevancia;;;
produces: achromycin;discreto;sem_relevancia;;;
produces: actinohivin;discreto;sem_relevancia;;;
produces: actinomycetin;discreto;sem_relevancia;;;
produces: actinomycin;discreto;sem_relevancia;;;
produces: actinomycin A;discreto;sem_relevancia;;;
produces: actinomycin B;discreto;sem_relevancia;;;
produces: actinomycin C;discreto;sem_relevancia;;;
produces: actinomycin D;discreto;sem_relevancia;;;
produces: actinomycin X;discreto;sem_relevancia;;;
produces: actinorhodin;discreto;sem_relevancia;;;
produces: actinotiocin;discreto;sem_relevancia;;;
produces: adenomycin;discreto;sem_relevancia;;;
produces: alanine;discreto;sem_relevancia;;;
produces: alanosine;discreto;sem_relevancia;;;
produces: alazopeptin;discreto;sem_relevancia;;;
produces: albocycline;discreto;sem_relevancia;;;
produces: alboverticillin;discreto;sem_relevancia;;;
produces: alpha-Lipomycin;discreto;sem_relevancia;;;
produces: althiomycin;discreto;sem_relevancia;;;
produces: amicetin;discreto;sem_relevancia;;;
produces: amicoumacin B;discreto;sem_relevancia;;;
produces: amphomycin;discreto;sem_relevancia;;;
produces: amphotericin A;discreto;sem_relevancia;;;
produces: amphotericin B;discreto;sem_relevancia;;;
produces: amphotericin b;discreto;sem_relevancia;;;
produces: angolamycin;discreto;sem_relevancia;;;
produces: angustmycin;discreto;sem_relevancia;;;
produces: anthracycline antibiotic;discreto;sem_relevancia;;;
produces: anthramycin;discreto;sem_relevancia;;;
produces: antimycin A3;discreto;sem_relevancia;;;
produces: apramycin;discreto;sem_relevancia;;;
produces: aquayamycin;discreto;sem_relevancia;;;
produces: ardacin A;discreto;sem_relevancia;;;
produces: ardacin B;discreto;sem_relevancia;;;
produces: ardacin C;discreto;sem_relevancia;;;
produces: aristeromycin;discreto;sem_relevancia;;;
produces: arizonin A1;discreto;sem_relevancia;;;
produces: arizonin B1;discreto;sem_relevancia;;;
produces: armentomycin;discreto;sem_relevancia;;;
produces: ascamycin;discreto;sem_relevancia;;;
produces: ascomycin;discreto;sem_relevancia;;;
produces: ascosin;discreto;sem_relevancia;;;
produces: astaxanthin;discreto;sem_relevancia;;;
produces: astromicin;discreto;sem_relevancia;;;
produces: atrop-abyssomicin C;discreto;sem_relevancia;;;
produces: aurachin RE;discreto;sem_relevancia;;;
produces: aureothricin;discreto;sem_relevancia;;;
produces: avermectin;discreto;sem_relevancia;;;
produces: avoparcin;discreto;sem_relevancia;;;
produces: azacolutin;discreto;sem_relevancia;;;
produces: azaserine;discreto;sem_relevancia;;;
produces: azomycin;discreto;sem_relevancia;;;
produces: azureomycin;discreto;sem_relevancia;;;
produces: bacteriochlorophyll a;discreto;sem_relevancia;;;
produces: bacteriochlorophyll alpha;discreto;sem_relevancia;;;
produces: bacteriocin ISK-1;discreto;sem_relevancia;;;
produces: bafilomycin;discreto;sem_relevancia;;;
produces: balhimycin;discreto;sem_relevancia;;;
produces: bambermycin;discreto;sem_relevancia;;;
produces: bamicetin;discreto;sem_relevancia;;;
produces: bandamycin;discreto;sem_relevancia;;;
produces: berninamycin;discreto;sem_relevancia;;;
produces: beta-Lipomycin;discreto;sem_relevancia;;;
produces: beta-ethynylserine;discreto;sem_relevancia;;;
produces: beta-hydroxybutyrate;discreto;sem_relevancia;;;
produces: beta-phenylethylamine;discreto;sem_relevancia;;;
produces: bicyclomycin;discreto;sem_relevancia;;;
produces: bis(2-ethylhexyl)phthalate;discreto;sem_relevancia;;;
produces: blasticidin;discreto;sem_relevancia;;;
produces: blasticidin A;discreto;sem_relevancia;;;
produces: blasticidin S;discreto;sem_relevancia;;;
produces: bleomycin;discreto;sem_relevancia;;;
produces: bleomycin A5;discreto;sem_relevancia;;;
produces: bluensomycin;discreto;sem_relevancia;;;
produces: boromycin;discreto;sem_relevancia;;;
produces: borrelidin;discreto;sem_relevancia;;;
produces: bottromycin;discreto;sem_relevancia;;;
produces: bryamycin;discreto;sem_relevancia;;;
produces: butanol;discreto;sem_relevancia;;;
produces: butyrate;discreto;sem_relevancia;;;
produces: butyricin 7423;discreto;sem_relevancia;;;
produces: camphomycin;discreto;sem_relevancia;;;
produces: canarius;discreto;sem_relevancia;;;
produces: candimycin;discreto;sem_relevancia;;;
produces: candiplanecin;discreto;sem_relevancia;;;
produces: canthaxanthin;discreto;sem_relevancia;;;
produces: capreomycin;discreto;sem_relevancia;;;
produces: carbapenem;discreto;sem_relevancia;;;
produces: carbomycin;discreto;sem_relevancia;;;
produces: carbon dioxide;discreto;sem_relevancia;;;
produces: carcinomycin;discreto;sem_relevancia;;;
produces: carminomycin;discreto;sem_relevancia;;;
produces: carotenoid;discreto;sem_relevancia;;;
produces: caryomycin;discreto;sem_relevancia;;;
produces: casein;discreto;sem_relevancia;;;
produces: celesticetin;discreto;sem_relevancia;;;
produces: cellocidin;discreto;sem_relevancia;;;
produces: cellostatin;discreto;sem_relevancia;;;
produces: cephalosporin;discreto;sem_relevancia;;;
produces: cephamycin A;discreto;sem_relevancia;;;
produces: cephamycin B;discreto;sem_relevancia;;;
produces: cephamycin C;discreto;sem_relevancia;;;
produces: cervicarcin;discreto;sem_relevancia;;;
produces: champamycin B;discreto;sem_relevancia;;;
produces: chaninin;discreto;sem_relevancia;;;
produces: chartreusin;discreto;sem_relevancia;;;
produces: chloramphenicol;discreto;sem_relevancia;;;
produces: chlororaphin;discreto;sem_relevancia;;;
produces: chlorothricin;discreto;sem_relevancia;;;
produces: chlortetracycline;discreto;sem_relevancia;;;
produces: chromomycin A3;discreto;sem_relevancia;;;
produces: cinerubin A;discreto;sem_relevancia;;;
produces: cinerubin R;discreto;sem_relevancia;;;
produces: cinnamycin;discreto;sem_relevancia;;;
produces: citrate;discreto;sem_relevancia;;;
produces: citromycin;discreto;sem_relevancia;;;
produces: cladomycin;discreto;sem_relevancia;;;
produces: clavulanate;discreto;sem_relevancia;;;
produces: cobalamin;discreto;sem_relevancia;;;
produces: coformycin;discreto;sem_relevancia;;;
produces: collinomycin;discreto;sem_relevancia;;;
produces: concanamycin A;discreto;sem_relevancia;;;
produces: congocidin;discreto;sem_relevancia;;;
produces: coumermycin A1;discreto;sem_relevancia;;;
produces: curamycin A;discreto;sem_relevancia;;;
produces: cyclodextrin;discreto;sem_relevancia;;;
produces: cycloheximide;discreto;sem_relevancia;;;
produces: cycloviracin B1;discreto;sem_relevancia;;;
produces: cycloviracin B2;discreto;sem_relevancia;;;
produces: cystargin;discreto;sem_relevancia;;;
produces: cytochrome;discreto;sem_relevancia;;;
produces: cytovaricin;discreto;sem_relevancia;;;
produces: cytovirin;discreto;sem_relevancia;;;
produces: dactimicin;discreto;sem_relevancia;;;
produces: daidzein;discreto;sem_relevancia;;;
produces: danomycin;discreto;sem_relevancia;;;
produces: danubomycin;discreto;sem_relevancia;;;
produces: daunorubicin;discreto;sem_relevancia;;;
produces: dealanylascamycin;discreto;sem_relevancia;;;
produces: decaplanin;discreto;sem_relevancia;;;
produces: decoyinine;discreto;sem_relevancia;;;
produces: demecycline;discreto;sem_relevancia;;;
produces: destomycin;discreto;sem_relevancia;;;
produces: destomycin A;discreto;sem_relevancia;;;
produces: dextran;discreto;sem_relevancia;;;
produces: diacetyl;discreto;sem_relevancia;;;
produces: dihydrogen;discreto;sem_relevancia;;;
produces: dihydrostreptomycin;discreto;sem_relevancia;;;
produces: dihydroxyacetone;discreto;sem_relevancia;;;
produces: dopsisamine;discreto;sem_relevancia;;;
produces: doxorubicin;discreto;sem_relevancia;;;
produces: durhamycin;discreto;sem_relevancia;;;
produces: dynemicin;discreto;sem_relevancia;;;
produces: echinomycin;discreto;sem_relevancia;;;
produces: efrotomycin;discreto;sem_relevancia;;;
produces: elaiophylin;discreto;sem_relevancia;;;
produces: elemental sulfur;discreto;sem_relevancia;;;
produces: enteromycin;discreto;sem_relevancia;;;
produces: ericamycin;discreto;sem_relevancia;;;
produces: erythromycin;discreto;sem_relevancia;;;
produces: erythromycin A;discreto;sem_relevancia;;;
produces: erythromycin B;discreto;sem_relevancia;;;
produces: esculin;discreto;sem_relevancia;;;
produces: esculin ferric citrate;discreto;sem_relevancia;;;
produces: etabetacin;discreto;sem_relevancia;;;
produces: etamycin;discreto;sem_relevancia;;;
produces: ethanol;discreto;sem_relevancia;;;
produces: eurocidin;discreto;sem_relevancia;;;
produces: everninomicin;discreto;sem_relevancia;;;
produces: exfoliatin;discreto;sem_relevancia;;;
produces: feldamycin;discreto;sem_relevancia;;;
produces: ferric citrate;discreto;sem_relevancia;;;
produces: ferrioxamine E;discreto;sem_relevancia;;;
produces: ferroverdin;discreto;sem_relevancia;;;
produces: fervenulin;discreto;sem_relevancia;;;
produces: ficellomycin;discreto;sem_relevancia;;;
produces: fidaxomicin;discreto;sem_relevancia;;;
produces: filipin;discreto;sem_relevancia;;;
produces: flavensomycin;discreto;sem_relevancia;;;
produces: flavin adenine dinucleotide;discreto;sem_relevancia;;;
produces: flavofungin;discreto;sem_relevancia;;;
produces: fluorescein;discreto;sem_relevancia;;;
produces: fluoroacetate;discreto;sem_relevancia;;;
produces: fluostatin B;discreto;sem_relevancia;;;
produces: fluostatin C;discreto;sem_relevancia;;;
produces: formamicin;discreto;sem_relevancia;;;
produces: formate;discreto;sem_relevancia;;;
produces: formycin;discreto;sem_relevancia;;;
produces: fortimicin B;discreto;sem_relevancia;;;
produces: fradicin;discreto;sem_relevancia;;;
produces: fungichromin;discreto;sem_relevancia;;;
produces: gamma-aminobutyric acid;discreto;sem_relevancia;;;
produces: gardimycin;discreto;sem_relevancia;;;
produces: gelatin;discreto;sem_relevancia;;;
produces: geldanamycin;discreto;sem_relevancia;;;
produces: gentamicin;discreto;sem_relevancia;;;
produces: gentamicin C2b;discreto;sem_relevancia;;;
produces: geomycin;discreto;sem_relevancia;;;
produces: glebomycin;discreto;sem_relevancia;;;
produces: glufosinate;discreto;sem_relevancia;;;
produces: glutamate;discreto;sem_relevancia;;;
produces: gramicidin;discreto;sem_relevancia;;;
produces: granaticin;discreto;sem_relevancia;;;
produces: grasseriomycin;discreto;sem_relevancia;;;
produces: grisamine;discreto;sem_relevancia;;;
produces: grisemycin;discreto;sem_relevancia;;;
produces: griseolutein A;discreto;sem_relevancia;;;
produces: griseolutein B;discreto;sem_relevancia;;;
produces: griseoviridin;discreto;sem_relevancia;;;
produces: guamecycline;discreto;sem_relevancia;;;
produces: halomicin;discreto;sem_relevancia;;;
produces: helixin;discreto;sem_relevancia;;;
produces: hexanoate;discreto;sem_relevancia;;;
produces: hitachimycin;discreto;sem_relevancia;;;
produces: hortesin;discreto;sem_relevancia;;;
produces: hydroxystreptomycin;discreto;sem_relevancia;;;
produces: hygromycin;discreto;sem_relevancia;;;
produces: hygromycin A;discreto;sem_relevancia;;;
produces: indigoidine;discreto;sem_relevancia;;;
produces: indochrome;discreto;sem_relevancia;;;
produces: indole;discreto;sem_relevancia;;;
produces: indolmycin;discreto;sem_relevancia;;;
produces: isobutyrate;discreto;sem_relevancia;;;
produces: isocaproate;discreto;sem_relevancia;;;
produces: isoleucine;discreto;sem_relevancia;;;
produces: isovalerate;discreto;sem_relevancia;;;
produces: kanamycin;discreto;sem_relevancia;;;
produces: kanchanomycin;discreto;sem_relevancia;;;
produces: kasugamycin;discreto;sem_relevancia;;;
produces: ketomycin;discreto;sem_relevancia;;;
produces: kijanimicin;discreto;sem_relevancia;;;
produces: lactacystin;discreto;sem_relevancia;;;
produces: lactate;discreto;sem_relevancia;;;
produces: lancovutide;discreto;sem_relevancia;;;
produces: leucine;discreto;sem_relevancia;;;
produces: leupeptin;discreto;sem_relevancia;;;
produces: levorin;discreto;sem_relevancia;;;
produces: limocrocin;discreto;sem_relevancia;;;
produces: lincomycin;discreto;sem_relevancia;;;
produces: lipoxamycin;discreto;sem_relevancia;;;
produces: lomofungin;discreto;sem_relevancia;;;
produces: lucimycin;discreto;sem_relevancia;;;
produces: lydimycin;discreto;sem_relevancia;;;
produces: lysine;discreto;sem_relevancia;;;
produces: lysocellin;discreto;sem_relevancia;;;
produces: maltose;discreto;sem_relevancia;;;
produces: manumycin;discreto;sem_relevancia;;;
produces: marinostatin;discreto;sem_relevancia;;;
produces: matamycin;discreto;sem_relevancia;;;
produces: methylenomycin A;discreto;sem_relevancia;;;
produces: midecamycin;discreto;sem_relevancia;;;
produces: miharamycin A;discreto;sem_relevancia;;;
produces: miharamycin B;discreto;sem_relevancia;;;
produces: minimycin;discreto;sem_relevancia;;;
produces: minomycin;discreto;sem_relevancia;;;
produces: mithramycin;discreto;sem_relevancia;;;
produces: mitomycin;discreto;sem_relevancia;;;
produces: monazomycin;discreto;sem_relevancia;;;
produces: mycobacidin;discreto;sem_relevancia;;;
produces: n-butanol;discreto;sem_relevancia;;;
produces: narbomycin;discreto;sem_relevancia;;;
produces: natamycin;discreto;sem_relevancia;;;
produces: neoantimycin;discreto;sem_relevancia;;;
produces: neomycin;discreto;sem_relevancia;;;
produces: neomycin E;discreto;sem_relevancia;;;
produces: neomycin F;discreto;sem_relevancia;;;
produces: netropsin;discreto;sem_relevancia;;;
produces: niacin;discreto;sem_relevancia;;;
produces: nicotinate;discreto;sem_relevancia;;;
produces: niddamycin;discreto;sem_relevancia;;;
produces: nigericin;discreto;sem_relevancia;;;
produces: nitraminoacetic acid;discreto;sem_relevancia;;;
produces: nocamycin;discreto;sem_relevancia;;;
produces: nocardicin A;discreto;sem_relevancia;;;
produces: nocardimicin G;discreto;sem_relevancia;;;
produces: nocardimicin H;discreto;sem_relevancia;;;
produces: nocardimicin I;discreto;sem_relevancia;;;
produces: noformicin;discreto;sem_relevancia;;;
produces: nogalamycin;discreto;sem_relevancia;;;
produces: nojirimycin;discreto;sem_relevancia;;;
produces: nonactin;discreto;sem_relevancia;;;
produces: nosiheptide;discreto;sem_relevancia;;;
produces: novobiocin;discreto;sem_relevancia;;;
produces: nucleocidin;discreto;sem_relevancia;;;
produces: nutriacholic acid;discreto;sem_relevancia;;;
produces: nystatin;discreto;sem_relevancia;;;
produces: ossamycin;discreto;sem_relevancia;;;
produces: oxamicetin;discreto;sem_relevancia;;;
produces: oxytetracycline;discreto;sem_relevancia;;;
produces: pactamycin;discreto;sem_relevancia;;;
produces: pamamycin;discreto;sem_relevancia;;;
produces: paromomycin;discreto;sem_relevancia;;;
produces: penicillin N;discreto;sem_relevancia;;;
produces: phenol;discreto;sem_relevancia;;;
produces: phenylacetate;discreto;sem_relevancia;;;
produces: phenylalanine;discreto;sem_relevancia;;;
produces: pholipomycin;discreto;sem_relevancia;;;
produces: phoslactomycin;discreto;sem_relevancia;;;
produces: phyllomycin;discreto;sem_relevancia;;;
produces: piericidin;discreto;sem_relevancia;;;
produces: pikromycin;discreto;sem_relevancia;;;
produces: piloquinone;discreto;sem_relevancia;;;
produces: piperidin-2-one;discreto;sem_relevancia;;;
produces: plicacetin;discreto;sem_relevancia;;;
produces: plumbemycin A;discreto;sem_relevancia;;;
produces: plumbemycin B;discreto;sem_relevancia;;;
produces: pluramycin A;discreto;sem_relevancia;;;
produces: poly(L-lysine) polymer;discreto;sem_relevancia;;;
produces: polyoxin;discreto;sem_relevancia;;;
produces: porfiromycin;discreto;sem_relevancia;;;
produces: porphyrin;discreto;sem_relevancia;;;
produces: pradimicin;discreto;sem_relevancia;;;
produces: primocarcin;discreto;sem_relevancia;;;
produces: pristinamycin;discreto;sem_relevancia;;;
produces: proline;discreto;sem_relevancia;;;
produces: propionate;discreto;sem_relevancia;;;
produces: proximicin A;discreto;sem_relevancia;;;
produces: prumycin;discreto;sem_relevancia;;;
produces: psicofuranine;discreto;sem_relevancia;;;
produces: pulvomycin;discreto;sem_relevancia;;;
produces: pyridomycin;discreto;sem_relevancia;;;
produces: pyrrolidin-2-one;discreto;sem_relevancia;;;
produces: pyrrolomycin A;discreto;sem_relevancia;;;
produces: pyrrolomycin B;discreto;sem_relevancia;;;
produces: pyruvate;discreto;sem_relevancia;;;
produces: racemomycin E;discreto;sem_relevancia;;;
produces: resistomycin;discreto;sem_relevancia;;;
produces: rhodomycin A;discreto;sem_relevancia;;;
produces: rhodomycin B;discreto;sem_relevancia;;;
produces: ribostamycin;discreto;sem_relevancia;;;
produces: rifamycin;discreto;sem_relevancia;;;
produces: rifamycin O;discreto;sem_relevancia;;;
produces: rifamycin S;discreto;sem_relevancia;;;
produces: rifamycin SV;discreto;sem_relevancia;;;
produces: rimocidine;discreto;sem_relevancia;;;
produces: ristocetin;discreto;sem_relevancia;;;
produces: ristocetin A;discreto;sem_relevancia;;;
produces: ristocetin B;discreto;sem_relevancia;;;
produces: rosaramicin;discreto;sem_relevancia;;;
produces: roseoflavin;discreto;sem_relevancia;;;
produces: rubradirin;discreto;sem_relevancia;;;
produces: rubrolone;discreto;sem_relevancia;;;
produces: salinomycin;discreto;sem_relevancia;;;
produces: sandramycin;discreto;sem_relevancia;;;
produces: sannamycin A;discreto;sem_relevancia;;;
produces: sannamycin B;discreto;sem_relevancia;;;
produces: sarcidin;discreto;sem_relevancia;;;
produces: sesaminol;discreto;sem_relevancia;;;
produces: setamycin;discreto;sem_relevancia;;;
produces: showdomycin;discreto;sem_relevancia;;;
produces: sibiromycin;discreto;sem_relevancia;;;
produces: sisomycin;discreto;sem_relevancia;;;
produces: spectinomycin;discreto;sem_relevancia;;;
produces: spinosyn;discreto;sem_relevancia;;;
produces: spiramycin;discreto;sem_relevancia;;;
produces: sporangiomycin;discreto;sem_relevancia;;;
produces: stallimycin;discreto;sem_relevancia;;;
produces: staphylomycin M1;discreto;sem_relevancia;;;
produces: staurosporine;discreto;sem_relevancia;;;
produces: steffimycin;discreto;sem_relevancia;;;
produces: streptolydigin;discreto;sem_relevancia;;;
produces: streptomycin;discreto;sem_relevancia;;;
produces: streptothricin;discreto;sem_relevancia;;;
produces: streptothricin A;discreto;sem_relevancia;;;
produces: streptovaricin;discreto;sem_relevancia;;;
produces: streptozocin;discreto;sem_relevancia;;;
produces: succinate;discreto;sem_relevancia;;;
produces: sulfate;discreto;sem_relevancia;;;
produces: sulfide;discreto;sem_relevancia;;;
produces: synergistin A;discreto;sem_relevancia;;;
produces: tallysomycin A;discreto;sem_relevancia;;;
produces: tallysomycin B;discreto;sem_relevancia;;;
produces: taurocholate;discreto;sem_relevancia;;;
produces: tertiomycin A;discreto;sem_relevancia;;;
produces: tertiomycin B;discreto;sem_relevancia;;;
produces: tetrabromopyrrole;discreto;sem_relevancia;;;
produces: tetracycline;discreto;sem_relevancia;;;
produces: tetrodotoxin;discreto;sem_relevancia;;;
produces: texazone;discreto;sem_relevancia;;;
produces: thermorubin;discreto;sem_relevancia;;;
produces: thienamycin;discreto;sem_relevancia;;;
produces: thiolutin;discreto;sem_relevancia;;;
produces: thiostrepton;discreto;sem_relevancia;;;
produces: tobramycin;discreto;sem_relevancia;;;
produces: toluene;discreto;sem_relevancia;;;
produces: toyocamycin;discreto;sem_relevancia;;;
produces: trans-styrylacetic acid;discreto;sem_relevancia;;;
produces: transvalencin A;discreto;sem_relevancia;;;
produces: transvalencin Z;discreto;sem_relevancia;;;
produces: trichomycin;discreto;sem_relevancia;;;
produces: trichostatin A;discreto;sem_relevancia;;;
produces: tryptophan;discreto;sem_relevancia;;;
produces: tubelactomicin A;discreto;sem_relevancia;;;
produces: tuberactinamine A;discreto;sem_relevancia;;;
produces: tuberactinomycin;discreto;sem_relevancia;;;
produces: tubercidin;discreto;sem_relevancia;;;
produces: tylosin;discreto;sem_relevancia;;;
produces: urea;discreto;sem_relevancia;;;
produces: validamycin;discreto;sem_relevancia;;;
produces: valine;discreto;sem_relevancia;;;
produces: valinomycin;discreto;sem_relevancia;;;
produces: vancomycin;discreto;sem_relevancia;;;
produces: vancoresmycin;discreto;sem_relevancia;;;
produces: venturicidin A;discreto;sem_relevancia;;;
produces: venturicidin B;discreto;sem_relevancia;;;
produces: verdamycin;discreto;sem_relevancia;;;
produces: viomycin;discreto;sem_relevancia;;;
produces: viridogrisein;discreto;sem_relevancia;;;
produces: vitamin B12;discreto;sem_relevancia;;;
produces: vulgamycin;discreto;sem_relevancia;;;
produces: vulgarin;discreto;sem_relevancia;;;
produces: xanthocidin;discreto;sem_relevancia;;;
reduction: 1;1;2;2-tetrachloroethane;discreto;sem_relevancia
reduction: 1;1;2-trichloroethane;discreto;sem_relevancia;
reduction: 1;2;3-trichloropropane;discreto;sem_relevancia;
reduction: 1;2-dichloroethane;discreto;sem_relevancia;;
reduction: 1;2-dichloropropane;discreto;sem_relevancia;;
reduction: 3-O-methylgallate;discreto;sem_relevancia;;;
reduction: L-cystine;discreto;sem_relevancia;;;
reduction: acetic acid;discreto;sem_relevancia;;;
reduction: acetylene;discreto;sem_relevancia;;;
reduction: arginine;discreto;sem_relevancia;;;
reduction: arsenate;discreto;sem_relevancia;;;
reduction: arsenate detoxification;discreto;sem_relevancia;;;
reduction: butyrate;discreto;sem_relevancia;;;
reduction: cefuroxime;discreto;sem_relevancia;;;
reduction: chlorate;discreto;sem_relevancia;;;
reduction: citrate;discreto;sem_relevancia;;;
reduction: clindamycin;discreto;sem_relevancia;;;
reduction: esculin;discreto;sem_relevancia;;;
reduction: esculin hydrolysate;discreto;sem_relevancia;;;
reduction: glutathione oxidized;discreto;sem_relevancia;;;
reduction: indole;discreto;sem_relevancia;;;
reduction: lactate;discreto;sem_relevancia;;;
reduction: potassium tellurite;discreto;sem_relevancia;;;
reduction: selenite;discreto;sem_relevancia;;;
reduction: tellurite;discreto;sem_relevancia;;;
reduction: triphenyltetrazolium chloride;discreto;sem_relevancia;;;
required for growth: 4-aminobenzoate;discreto;sem_relevancia;;;
required for growth: acetate;discreto;sem_relevancia;;;
required for growth: acetic acid;discreto;sem_relevancia;;;
required for growth: acetone;discreto;sem_relevancia;;;
required for growth: arabinose;discreto;sem_relevancia;;;
required for growth: ascorbate;discreto;sem_relevancia;;;
required for growth: butanol;discreto;sem_relevancia;;;
required for growth: butyrate;discreto;sem_relevancia;;;
required for growth: calcium(2+);discreto;sem_relevancia;;;
required for growth: casein;discreto;sem_relevancia;;;
required for growth: cellobiose;discreto;sem_relevancia;;;
required for growth: citrate;discreto;sem_relevancia;;;
required for growth: dihydrogen;discreto;sem_relevancia;;;
required for growth: elemental sulfur;discreto;sem_relevancia;;;
required for growth: methane;discreto;sem_relevancia;;;
required for growth: methanol;discreto;sem_relevancia;;;
required for growth: serum;discreto;sem_relevancia;;;
required for growth: sterol;discreto;sem_relevancia;;;
required for growth: yeast extract;discreto;sem_relevancia;;;
respiration: (-)-quinic acid;discreto;sem_relevancia;;;
respiration: (R)-lactate;discreto;sem_relevancia;;;
respiration: (S)-lactate;discreto;sem_relevancia;;;
respiration: 1 % sodium lactate;discreto;sem_relevancia;;;
respiration: 2;3-butanediol;discreto;sem_relevancia;;
respiration: 2-deoxyadenosine;discreto;sem_relevancia;;;
respiration: 2-hydroxybutyrate;discreto;sem_relevancia;;;
respiration: 2-oxobutanoate;discreto;sem_relevancia;;;
respiration: 2-oxogluconate;discreto;sem_relevancia;;;
respiration: 2-oxoglutarate;discreto;sem_relevancia;;;
respiration: 2-oxopentanoate;discreto;sem_relevancia;;;
respiration: 3-O-methyl-D-glucose;discreto;sem_relevancia;;;
respiration: 3-hydroxybutyrate;discreto;sem_relevancia;;;
respiration: 4-hydroxy-L-proline;discreto;sem_relevancia;;;
respiration: 4-hydroxybenzoate;discreto;sem_relevancia;;;
respiration: 4-hydroxybutyrate;discreto;sem_relevancia;;;
respiration: 4-hydroxyphenylacetic acid;discreto;sem_relevancia;;;
respiration: 5-oxoproline;discreto;sem_relevancia;;;
respiration: D-alanine;discreto;sem_relevancia;;;
respiration: D-arabitol;discreto;sem_relevancia;;;
respiration: D-aspartate;discreto;sem_relevancia;;;
respiration: D-fructose;discreto;sem_relevancia;;;
respiration: D-fructose 6-phosphate;discreto;sem_relevancia;;;
respiration: D-fucose;discreto;sem_relevancia;;;
respiration: D-galactonate;discreto;sem_relevancia;;;
respiration: D-galactonic acid lactone;discreto;sem_relevancia;;;
respiration: D-galactose;discreto;sem_relevancia;;;
respiration: D-galacturonic acid;discreto;sem_relevancia;;;
respiration: D-glucarate;discreto;sem_relevancia;;;
respiration: D-gluconate;discreto;sem_relevancia;;;
respiration: D-glucosaminic acid;discreto;sem_relevancia;;;
respiration: D-glucose;discreto;sem_relevancia;;;
respiration: D-glucose 6-phosphate;discreto;sem_relevancia;;;
respiration: D-glucuronate;discreto;sem_relevancia;;;
respiration: D-mannitol;discreto;sem_relevancia;;;
respiration: D-mannose;discreto;sem_relevancia;;;
respiration: D-psicose;discreto;sem_relevancia;;;
respiration: D-ribose;discreto;sem_relevancia;;;
respiration: D-saccharate;discreto;sem_relevancia;;;
respiration: D-serine;discreto;sem_relevancia;;;
respiration: D-sorbitol;discreto;sem_relevancia;;;
respiration: L-rhamnose;discreto;sem_relevancia;;;
respiration: acetate;discreto;sem_relevancia;;;
respiration: acetic acid;discreto;sem_relevancia;;;
respiration: acetoacetate;discreto;sem_relevancia;;;
respiration: adenosine;discreto;sem_relevancia;;;
respiration: alpha-D-glucose;discreto;sem_relevancia;;;
respiration: alpha-D-glucose 6-phosphate;discreto;sem_relevancia;;;
respiration: alpha-lactose;discreto;sem_relevancia;;;
respiration: amygdalin;discreto;sem_relevancia;;;
respiration: arbutin;discreto;sem_relevancia;;;
respiration: aspartate;discreto;sem_relevancia;;;
respiration: aztreonam;discreto;sem_relevancia;;;
respiration: beta-d-glucose;discreto;sem_relevancia;;;
respiration: beta-hydroxybutyrate;discreto;sem_relevancia;;;
respiration: bromosuccinate;discreto;sem_relevancia;;;
respiration: butyrate;discreto;sem_relevancia;;;
respiration: carnitine;discreto;sem_relevancia;;;
respiration: cis-aconitate;discreto;sem_relevancia;;;
respiration: citrate;discreto;sem_relevancia;;;
respiration: citric acid;discreto;sem_relevancia;;;
respiration: elemental sulfur;discreto;sem_relevancia;;;
respiration: formate;discreto;sem_relevancia;;;
respiration: galactarate;discreto;sem_relevancia;;;
respiration: gamma-aminobutyric acid;discreto;sem_relevancia;;;
respiration: gentiobiose;discreto;sem_relevancia;;;
respiration: glycyl L-aspartic acid;discreto;sem_relevancia;;;
respiration: iron;discreto;sem_relevancia;;;
respiration: tween 40;discreto;sem_relevancia;;;
respiration: tween 80;discreto;sem_relevancia;;;
utilizes: (+)-D-galactose;discreto;sem_relevancia;;;
utilizes: (+)-D-glucosamine;discreto;sem_relevancia;;;
utilizes: (+)-D-mannose;discreto;sem_relevancia;;;
utilizes: (+)-D-xylose;discreto;sem_relevancia;;;
utilizes: (+)-L-aspartate;discreto;sem_relevancia;;;
utilizes: (+)-L-glutamate;discreto;sem_relevancia;;;
utilizes: (+)-L-lyxitol;discreto;sem_relevancia;;;
utilizes: (+)-L-ornithine;discreto;sem_relevancia;;;
utilizes: (+)-L-rhamnose;discreto;sem_relevancia;;;
utilizes: (2)-D-fructose;discreto;sem_relevancia;;;
utilizes: 1;2-butandiol;discreto;sem_relevancia;;
